id,ad_ry_mean,md_ry_mean,bt_ry_mean
292,1703,1758,1807
293,3246,3248,3217
294,769,775,798
295,1586,1528,1558
296,733,732,743
297,2017,1982,2014
298,1131,1106,1119
299,2159,2160,2156
300,3773,3872,3812
301,1350,1297,1339
302,1641,1638,1704
303,1759,1836,1854
304,624,605,637
305,747,697,754
306,743,782,773
307,797,838,847
308,591,560,602
309,603,634,651
310,432,440,443
311,470,421,513
312,714,738,743
313,803,829,815
314,828,884,943
315,1292,1273,1271
316,623,657,744
317,430,461,423
318,186,193,223
319,1488,1511,1451
320,374,379,412
321,1325,1309,1389
322,1112,1108,1049
323,656,701,743
324,394,399,427
325,505,519,585
326,239,263,288
327,169,175,221
328,423,435,442
329,585,565,633
330,86,90,104
331,59,56,58
332,888,895,936
333,697,635,697
334,165,159,151
335,1907,1816,1980
336,324,307,332
337,2169,2086,2194
338,786,740,771
339,1377,1319,1359
340,428,407,441
341,567,545,588
342,326,321,329
343,2268,2147,2313
344,1464,1470,1495
345,437,408,463
346,420,402,422
347,1128,1119,1141
348,372,383,392
349,682,690,707
350,196,176,183
351,541,513,577
352,1102,1005,1038
353,1086,1109,1101
354,898,877,876
355,462,468,492
356,274,263,284
357,1177,1235,1358
358,1665,1785,1719
359,2346,2298,2272
360,980,922,921
361,643,624,674
362,484,454,485
363,2599,2499,2537
364,1123,1127,1181
365,2367,2347,2274
366,1941,2286,2215
367,1253,1224,1209
368,994,1012,1003
369,1341,1311,1329
370,705,654,650
371,361,335,365
372,719,771,739
373,816,853,886
374,269,275,265
375,220,233,270
376,526,465,532
377,536,554,549
378,83,74,75
379,1128,1188,1332
380,731,723,795
381,2199,2289,2348
382,1042,1018,1008
383,488,484,508
384,233,212,251
385,912,982,1004
386,406,393,448
387,1909,1903,2074
388,1378,1377,1543
389,462,471,466
390,245,264,279
391,428,490,503
392,273,267,295
393,456,427,455
394,287,270,283
395,653,668,654
396,519,446,474
397,262,239,257
398,421,412,386
399,496,463,455
400,822,749,771
401,1239,1313,1214
402,721,730,687
403,1641,1669,1445
404,420,415,414
405,935,951,944
406,251,230,232
407,1185,1244,1102
408,358,359,350
409,1483,1387,1318
410,1575,1646,1523
411,740,738,717
412,659,680,674
413,501,519,511
414,581,501,523
415,654,603,625
416,403,356,367
417,554,521,520
418,800,778,694
419,380,427,419
420,311,304,321
421,120,111,117
422,165,160,167
423,362,316,356
424,517,501,538
425,690,574,721
426,92,83,97
427,579,527,568
428,142,151,158
429,717,716,744
430,346,345,377
431,398,365,425
432,437,379,422
433,902,812,956
434,438,409,442
435,492,498,525
436,252,280,293
437,149,140,162
438,197,200,194
439,199,178,202
440,127,116,133
441,358,331,368
442,401,410,422
443,434,422,459
444,268,252,287
445,1741,1653,1786
446,1018,1021,1063
447,1722,1568,1742
448,471,453,449
449,702,637,722
450,275,288,308
451,1645,1417,1600
452,476,481,506
453,2314,2154,2213
454,2269,2208,2358
455,1288,1249,1335
456,748,753,774
457,621,628,682
458,447,430,449
459,503,468,499
460,347,366,395
461,486,484,495
462,461,423,436
463,365,375,361
464,177,178,174
465,175,169,158
466,352,330,332
467,558,568,534
468,425,403,374
469,1136,1039,951
470,156,151,148
471,452,395,416
472,118,121,115
473,1261,1138,1157
474,222,221,208
475,941,798,772
476,796,779,714
477,955,918,938
478,305,315,285
479,245,257,249
480,197,205,205
481,165,154,153
482,92,89,76
483,246,228,229
484,155,144,138
485,32,23,32
486,48,32,46
487,65,50,66
488,31,24,34
489,174,142,172
490,300,255,314
491,550,536,545
492,197,145,189
493,94,88,107
494,66,44,67
495,184,143,184
496,71,48,71
497,445,402,432
498,317,211,299
499,63,51,59
500,170,149,187
501,157,157,183
502,48,34,48
503,109,81,124
504,80,59,76
505,103,93,117
506,81,57,79
507,649,738,706
508,182,202,200
509,115,123,121
510,634,726,632
511,573,644,590
512,340,388,365
513,527,586,530
514,136,175,138
515,1031,1123,1117
516,161,184,168
517,1530,1610,1475
518,233,268,248
519,403,447,425
520,319,349,321
521,1301,1359,1301
522,382,421,386
523,323,370,344
524,464,489,464
525,223,257,245
526,227,220,220
527,229,248,245
528,92,94,96
529,227,229,256
530,177,182,176
531,95,91,87
532,216,205,235
533,412,415,412
534,203,212,214
535,312,301,304
536,93,93,93
537,488,499,504
538,111,117,106
539,774,779,806
540,146,157,137
541,220,220,227
542,210,203,204
543,598,634,650
544,272,288,277
545,225,221,210
546,231,219,231
547,102,116,101
548,136,142,125
549,134,144,138
550,58,57,57
551,677,709,652
552,347,337,314
553,143,151,145
554,840,907,837
555,751,869,747
556,383,371,355
557,666,780,635
558,177,196,168
559,1141,1193,1137
560,183,210,178
561,1335,1555,1315
562,246,276,238
563,386,399,370
564,452,482,428
565,1167,1315,1137
566,582,557,536
567,432,413,366
568,422,456,426
569,271,294,259
570,264,264,243
571,302,305,294
572,107,119,112
573,133,135,117
574,48,46,42
575,24,26,21
576,94,95,101
577,146,152,141
578,72,84,67
579,167,171,154
580,28,28,24
581,163,173,139
582,37,41,36
583,307,315,271
584,39,38,31
585,94,108,90
586,85,86,74
587,286,322,258
588,74,86,68
589,64,72,58
590,48,49,42
591,41,45,38
592,33,34,28
593,59,67,55
594,20,20,18
595,735,741,717
596,312,315,303
597,213,216,216
598,462,472,526
599,931,941,924
600,600,631,563
601,845,862,837
602,198,195,189
603,998,1068,993
604,180,185,167
605,1404,1297,1415
606,381,406,373
607,626,620,605
608,595,596,519
609,1414,1279,1336
610,605,608,579
611,512,537,522
612,376,402,389
613,441,417,427
614,273,265,269
615,418,440,412
616,180,177,177
617,285,312,291
618,120,127,112
619,113,106,100
620,203,204,196
621,217,207,222
622,225,220,216
623,392,356,370
624,90,87,85
625,309,287,287
626,85,96,90
627,514,500,476
628,154,161,151
629,231,209,223
630,221,201,211
631,316,367,288
632,308,302,304
633,206,211,211
634,187,206,195
635,113,110,108
636,91,94,81
637,140,139,137
638,64,58,57
639,560,616,632
640,251,298,299
641,179,199,208
642,391,359,402
643,743,777,806
644,386,415,414
645,652,693,698
646,128,130,146
647,1137,1214,1241
648,179,206,207
649,925,1004,942
650,263,323,321
651,303,311,316
652,387,410,412
653,866,907,876
654,497,562,571
655,410,455,471
656,284,329,361
657,333,344,357
658,203,241,241
659,290,319,327
660,107,118,124
661,561,575,591
662,303,327,290
663,84,95,80
664,538,557,544
665,369,428,394
666,441,564,486
667,597,716,605
668,86,110,86
669,1145,1329,1243
670,205,248,215
671,1160,1041,1143
672,239,279,242
673,467,582,499
674,436,546,443
675,1238,1084,1260
676,382,458,405
677,437,545,486
678,420,419,436
679,186,204,191
680,248,266,252
681,269,283,266
682,71,84,69
683,226,233,260
684,762,678,764
685,211,219,237
686,77,85,84
687,522,566,560
688,1316,1391,1471
689,1954,2069,2195
690,578,504,580
691,2880,2731,3023
692,1850,1697,1825
693,1079,1018,1162
694,555,539,636
695,1211,1190,1339
696,3256,3335,3714
697,593,618,614
698,731,756,811
699,540,601,658
700,350,338,398
701,412,406,425
702,178,182,194
703,711,692,744
704,460,436,437
705,303,347,352
706,157,159,170
707,198,183,195
708,56,50,59
709,490,450,555
710,246,248,267
711,650,592,694
712,121,119,133
713,165,158,182
714,90,82,85
715,734,715,757
716,185,192,193
717,435,388,445
718,381,348,379
719,318,300,330
720,158,167,155
721,299,283,310
722,131,131,140
723,50,46,51
724,97,91,90
725,395,377,416
726,59,49,60
727,350,355,381
728,155,154,134
729,59,61,54
730,121,136,135
731,247,254,268
732,184,182,184
733,283,297,301
734,64,67,59
735,133,138,126
736,44,46,41
737,381,402,389
738,91,96,89
739,197,210,205
740,225,222,229
741,308,281,292
742,114,114,112
743,140,146,158
744,96,95,98
745,55,64,52
746,72,72,63
747,149,158,149
748,32,30,27
749,177,210,209
750,66,66,76
751,95,103,105
752,458,538,512
753,563,577,575
754,202,238,245
755,702,661,656
756,130,139,150
757,1541,1536,1533
758,297,296,306
759,701,818,786
760,254,279,273
761,368,377,409
762,360,375,374
763,594,637,694
764,544,574,622
765,459,468,515
766,494,527,546
767,192,212,227
768,332,336,361
769,142,155,168
770,219,234,249
771,182,194,189
772,316,322,322
773,491,473,472
774,624,593,540
775,868,913,915
776,260,252,251
777,706,698,680
778,298,277,313
779,1638,1731,1639
780,341,340,340
781,614,685,582
782,343,348,351
783,796,810,809
784,748,728,686
785,570,631,561
786,1256,1269,1245
787,584,618,610
788,354,372,379
789,556,541,554
790,469,455,432
791,558,552,531
792,325,309,294
793,78,76,72
794,139,111,121
795,104,79,104
796,41,39,32
797,281,257,279
798,146,126,159
799,217,211,233
800,98,73,87
801,491,457,480
802,136,125,149
803,373,351,400
804,219,171,238
805,208,198,212
806,323,255,304
807,311,316,385
808,209,194,230
809,251,232,269
810,163,149,177
811,98,81,106
812,135,115,123
813,123,112,124
814,67,53,57
815,272,274,283
816,282,268,259
817,333,339,332
818,263,245,270
819,985,928,923
820,644,616,584
821,1849,1769,1872
822,757,673,708
823,6409,6096,6208
824,1699,1580,1587
825,1774,1786,1866
826,1083,1055,1026
827,1361,1354,1356
828,1531,1622,1649
829,1106,1076,1129
830,947,948,948
831,1297,1376,1359
832,952,947,932
833,1097,999,1041
834,416,447,417
835,394,383,372
836,565,571,514
837,174,194,173
838,313,327,303
839,295,297,274
840,250,264,235
841,399,366,350
842,329,326,318
843,720,664,681
844,364,356,340
845,1884,1644,1576
846,267,272,251
847,589,561,563
848,296,286,267
849,640,608,566
850,822,739,749
851,529,491,539
852,857,864,882
853,468,465,495
854,373,378,381
855,488,439,476
856,191,192,172
857,312,293,289
858,353,363,324
859,161,172,192
860,414,428,418
861,270,281,277
862,150,148,152
863,484,472,492
864,534,508,528
865,791,744,816
866,267,274,282
867,2032,1975,2072
868,371,397,381
869,1028,1049,1094
870,336,372,374
871,690,646,760
872,877,853,900
873,828,826,867
874,858,853,880
875,462,477,481
876,461,480,509
877,376,365,405
878,175,178,182
879,285,290,298
880,260,247,259
881,160,112,166
882,22,14,23
883,28,19,29
884,253,266,294
885,51,54,63
886,63,46,66
887,306,378,305
888,105,78,101
889,853,1036,935
890,30,21,32
891,399,425,416
892,46,30,45
893,309,341,311
894,185,237,199
895,353,404,388
896,72,57,79
897,53,39,56
898,78,54,79
899,100,88,112
900,25,18,27
901,40,26,46
902,51,34,57
903,149,185,174
904,310,331,316
905,133,136,153
906,135,150,149
907,583,499,580
908,314,290,321
909,533,502,567
910,228,219,249
911,2724,2543,2437
912,325,310,349
913,597,673,688
914,302,344,355
915,478,439,506
916,491,441,490
917,706,725,769
918,625,598,667
919,421,442,478
920,541,554,603
921,302,283,305
922,162,194,179
923,223,203,216
924,146,138,157
925,196,189,217
926,119,129,130
927,177,189,175
928,299,309,341
929,412,466,461
930,296,294,340
931,710,829,830
932,282,312,333
933,2051,2193,2333
934,155,171,165
935,788,902,923
936,199,227,226
937,688,760,787
938,436,498,503
939,880,1023,1154
940,426,484,510
941,390,435,473
942,303,317,350
943,592,647,685
944,128,131,147
945,207,216,207
946,279,292,304
947,273,275,260
948,75,68,60
949,59,64,52
950,414,470,417
951,343,361,332
952,151,155,147
953,293,289,280
954,54,59,49
955,393,434,369
956,64,83,65
957,318,325,294
958,88,97,80
959,196,223,193
960,162,172,156
961,152,163,144
962,173,195,178
963,203,229,194
964,116,121,107
965,106,112,105
966,148,163,132
967,181,200,178
968,67,80,60
969,80,67,99
970,73,54,78
971,58,48,69
972,15,14,19
973,172,148,160
974,287,335,343
975,395,367,389
976,87,64,94
977,375,330,383
978,47,36,59
979,488,425,460
980,241,200,286
981,267,246,265
982,494,400,480
983,449,411,480
984,184,188,229
985,183,223,248
986,135,107,155
987,47,34,50
988,38,23,41
989,89,81,101
990,30,24,32
991,43,59,48
992,55,53,51
993,33,36,35
994,41,52,51
995,35,45,41
996,113,132,118
997,366,356,335
998,15,16,15
999,31,29,30
1000,19,21,19
1001,195,192,190
1002,72,72,73
1003,202,196,196
1004,132,137,130
1005,190,180,171
1006,118,152,128
1007,176,198,187
1008,43,45,44
1009,36,40,38
1010,19,21,21
1011,64,77,74
1012,24,25,23
1013,231,293,273
1014,105,115,117
1015,69,61,68
1016,107,111,117
1017,707,698,752
1018,635,717,670
1019,640,648,680
1020,125,106,131
1021,791,813,858
1022,148,143,153
1023,1467,1553,1532
1024,438,480,550
1025,419,416,439
1026,1354,1289,1351
1027,912,938,907
1028,478,530,517
1029,432,491,503
1030,314,355,371
1031,120,107,121
1032,281,296,289
1033,246,242,254
1034,60,57,61
1035,25,22,26
1036,128,110,127
1037,147,140,182
1038,20,15,22
1039,261,287,275
1040,148,149,184
1041,657,626,766
1042,290,250,305
1043,165,167,220
1044,166,146,202
1045,172,152,217
1046,126,106,161
1047,775,847,924
1048,419,435,573
1049,236,233,297
1050,99,90,136
1051,128,121,188
1052,110,89,136
1053,218,206,257
1054,41,38,48
1055,152,134,176
1056,134,120,152
1057,209,232,233
1058,234,229,238
1059,156,161,169
1060,163,165,177
1061,589,539,618
1062,686,685,697
1063,608,565,578
1064,149,150,158
1065,512,511,521
1066,129,124,134
1067,818,751,793
1068,468,451,502
1069,590,548,607
1070,1136,973,1056
1071,750,723,751
1072,507,458,515
1073,417,408,467
1074,197,235,234
1075,116,108,114
1076,173,188,172
1077,275,237,260
1078,71,63,71
1079,96,119,107
1080,148,151,151
1081,35,32,31
1082,50,43,48
1083,318,230,321
1084,213,184,213
1085,348,282,355
1086,53,51,51
1087,349,271,330
1088,98,112,104
1089,559,495,583
1090,188,167,178
1091,300,254,299
1092,364,258,349
1093,304,267,317
1094,152,143,165
1095,170,164,182
1096,179,145,179
1097,42,39,38
1098,111,111,110
1099,137,135,143
1100,33,32,32
1123,299,324,321
1124,246,260,256
1125,43,42,44
1126,78,81,80
1127,610,642,646
1128,545,619,590
1129,404,437,425
1130,54,61,57
1131,1028,1097,1103
1132,212,247,229
1133,958,917,914
1134,302,319,316
1135,354,381,385
1136,562,625,608
1137,826,812,845
1138,398,464,457
1139,355,426,390
1140,403,412,399
1141,71,80,71
1142,318,340,317
1143,186,200,192
1144,46,47,48
1145,320,310,330
1146,405,407,422
1147,233,227,224
1148,467,421,457
1149,359,413,411
1150,313,315,305
1151,696,689,705
1152,189,169,180
1153,1174,1087,1242
1154,211,217,221
1155,656,608,649
1156,244,240,238
1157,617,594,620
1158,594,555,572
1159,422,376,407
1160,423,428,428
1161,470,450,486
1162,244,206,230
1163,256,258,254
1164,416,412,422
1165,337,327,331
1166,274,259,264
1167,200,265,223
1168,249,251,269
1169,152,159,170
1170,100,111,116
1171,321,316,313
1172,1142,1142,1181
1173,1010,975,989
1174,261,246,278
1175,328,352,308
1176,359,372,380
1177,1151,1113,1113
1178,391,454,430
1179,617,651,656
1180,1626,1570,1649
1181,466,532,470
1182,440,477,480
1183,685,712,726
1184,413,480,424
1185,109,115,110
1186,338,404,355
1187,626,563,619
1188,81,75,81
1189,29,14,29
1190,80,71,92
1191,142,146,150
1192,34,30,33
1193,149,139,152
1194,160,171,180
1195,388,320,372
1196,84,70,95
1197,47,40,49
1198,22,15,25
1199,92,93,104
1200,120,107,143
1201,205,219,227
1202,335,296,336
1203,55,48,54
1204,171,178,203
1205,458,513,555
1206,24,14,22
1207,44,40,51
1208,110,86,116
1209,283,275,315
1210,67,61,65
1211,83,83,85
1212,324,266,338
1213,286,247,304
1214,102,95,96
1215,1038,891,1025
1216,321,294,341
1217,618,542,637
1218,472,415,483
1219,478,425,487
1220,186,176,216
1221,550,528,577
1222,267,266,314
1223,939,874,1100
1224,816,765,839
1225,271,259,252
1226,270,268,295
1227,464,468,503
1228,127,116,139
1229,102,92,110
1230,522,489,542
1231,599,506,627
1232,100,77,91
1233,253,276,305
1234,679,717,725
1235,608,672,640
1236,177,167,168
1237,1539,1658,1712
1238,676,815,807
1239,809,845,958
1240,449,472,481
1241,958,985,1113
1242,328,327,336
1243,943,955,988
1244,365,433,401
1245,1036,1063,1185
1246,1338,1427,1532
1247,738,732,765
1248,583,665,671
1249,1023,1177,1221
1250,368,356,384
1251,220,207,236
1252,1344,1459,1557
1253,789,843,900
1254,215,200,225
1255,24,25,25
1256,735,673,740
1257,57,59,61
1258,67,61,63
1259,422,374,471
1260,210,182,209
1261,304,245,321
1262,94,95,98
1263,324,286,357
1264,35,42,43
1265,518,467,529
1266,96,94,101
1267,454,367,476
1268,810,709,851
1269,242,220,242
1270,353,353,393
1271,209,239,234
1272,84,86,87
1273,109,113,124
1274,444,405,430
1275,153,137,164
1276,27,26,29
1277,53,31,42
1278,128,131,122
1279,60,62,65
1280,53,54,54
1281,485,433,487
1282,101,97,103
1283,275,231,269
1284,118,106,113
1285,225,234,253
1286,86,95,95
1287,240,196,252
1288,95,79,84
1289,425,356,410
1290,481,416,518
1291,132,112,146
1292,57,54,49
1293,199,243,229
1294,65,42,57
1295,16,14,15
1296,440,404,448
1297,299,286,290
1298,10,9,9
1299,155,173,157
1300,46,49,56
1301,72,54,72
1302,37,40,36
1303,285,217,311
1304,320,288,365
1305,336,262,323
1306,98,86,113
1307,297,241,315
1308,119,104,130
1309,647,489,594
1310,248,181,263
1311,248,193,248
1312,723,535,734
1313,264,205,273
1314,242,216,264
1315,281,241,308
1316,92,86,104
1317,40,34,41
1318,51,47,53
1319,171,164,184
1320,12,12,13
1321,95,96,102
1322,108,90,109
1323,75,59,74
1324,56,62,64
1325,286,311,282
1326,156,157,169
1327,157,143,153
1328,42,34,42
1329,471,495,465
1330,175,162,173
1331,374,401,349
1332,106,92,107
1333,115,111,114
1334,136,124,127
1335,332,359,320
1336,185,183,186
1337,302,331,325
1338,112,98,112
1339,94,82,90
1340,133,108,121
1341,206,193,233
1342,60,51,55
1343,180,174,184
1344,211,203,223
1345,97,98,98
1346,207,217,201
1347,243,237,239
1348,98,93,91
1349,279,273,290
1350,113,113,114
1351,1478,1528,1541
1352,218,225,233
1353,506,522,519
1354,91,90,89
1355,229,224,231
1356,212,192,197
1357,459,458,468
1358,200,187,185
1359,186,170,179
1360,196,195,207
1361,418,408,420
1362,76,72,79
1363,206,188,201
1364,177,185,179
1365,290,273,253
1366,323,344,325
1367,237,249,228
1368,246,236,239
1369,339,317,319
1370,315,365,321
1371,808,800,775
1372,303,330,304
1373,4701,5115,4830
1374,672,704,611
1375,927,972,891
1376,307,343,308
1377,763,753,697
1378,609,637,565
1379,1189,1204,1177
1380,460,502,474
1381,441,496,449
1382,893,884,871
1383,1213,1249,1178
1384,191,209,205
1385,327,333,322
1386,551,587,561
1387,95,91,98
1388,243,230,250
1389,154,170,170
1390,359,380,380
1391,260,240,267
1392,90,84,89
1393,256,261,264
1394,113,114,115
1395,1066,1128,1066
1396,138,143,144
1397,335,328,343
1398,82,81,81
1399,279,281,285
1400,245,240,238
1401,355,337,358
1402,179,178,184
1403,188,171,182
1404,90,80,89
1405,393,387,382
1406,101,103,111
1407,195,195,208
1408,173,181,175
1409,75,82,76
1410,178,174,177
1411,94,91,90
1412,79,83,83
1413,267,261,264
1414,152,156,158
1415,264,251,241
1416,85,82,80
1417,2254,2122,2296
1418,259,241,235
1419,712,725,693
1420,171,175,160
1421,326,313,317
1422,350,328,299
1423,717,720,698
1424,326,311,315
1425,288,286,275
1426,317,323,316
1427,296,281,295
1428,110,106,106
1429,142,133,140
1430,142,135,137
1431,164,157,161
1432,1575,1789,1638
1433,597,569,508
1434,75,73,71
1435,1454,1505,1439
1436,1555,1517,1501
1437,2642,2721,2650
1438,863,818,866
1439,1318,1347,1186
1440,755,735,797
1441,1605,1615,1624
1442,813,762,723
1443,3744,3673,3405
1444,2918,2990,2755
1445,734,701,727
1446,669,655,727
1447,688,786,837
1448,498,422,480
1449,908,880,838
1450,281,258,240
1451,680,664,688
1452,631,590,560
1453,153,135,140
1454,333,313,333
1455,318,299,318
1456,77,68,72
1457,469,434,481
1458,642,542,541
1459,853,807,846
1460,370,311,355
1461,2578,2514,2486
1462,390,333,362
1463,844,721,853
1464,431,369,415
1465,1332,1187,1194
1466,1471,1373,1338
1467,593,492,530
1468,588,507,517
1469,664,629,624
1470,189,185,192
1471,259,227,257
1472,293,265,291
1473,297,282,302
1474,290,255,281
1475,851,977,905
1476,188,180,186
1477,122,131,116
1478,1101,1020,1184
1479,260,269,287
1480,270,268,259
1481,899,1018,939
1482,214,239,220
1483,736,785,799
1484,107,99,92
1485,1038,1132,1147
1486,152,158,144
1487,617,646,690
1488,637,715,680
1489,738,748,751
1490,208,199,192
1491,172,181,164
1492,174,187,175
1493,272,261,263
1494,98,95,96
1495,278,297,275
1496,178,192,178
1497,143,151,141
1498,46,48,45
1499,26,23,27
1500,45,49,43
1501,152,149,147
1502,152,169,160
1503,116,117,115
1504,30,29,30
1505,150,144,145
1506,50,53,52
1507,432,375,392
1508,75,78,73
1509,95,86,90
1510,116,117,116
1511,258,228,245
1512,112,110,105
1513,74,80,80
1514,60,66,56
1515,27,29,29
1516,42,44,43
1517,61,64,66
1518,13,13,13
1519,520,478,488
1520,257,235,260
1521,228,207,223
1522,275,263,271
1523,333,324,316
1524,489,487,477
1525,350,340,343
1526,251,240,244
1527,412,414,442
1528,213,206,210
1529,475,491,448
1530,500,442,448
1531,443,407,418
1532,568,542,561
1533,568,528,527
1534,534,503,508
1535,497,494,496
1536,286,270,282
1537,206,184,200
1538,226,229,236
1539,224,201,226
1540,123,123,134
1541,315,313,337
1542,223,201,216
1543,211,182,205
1544,55,49,56
1545,495,487,520
1546,830,763,856
1547,1330,1182,1275
1548,349,321,360
1549,470,433,482
1550,361,311,355
1551,1657,1609,1559
1552,606,545,615
1553,986,812,943
1554,659,621,644
1555,1166,1092,1180
1556,512,454,541
1557,558,530,597
1558,496,510,528
1559,190,184,198
1560,231,218,227
1561,300,284,326
1562,148,132,132
1563,46,45,45
1564,208,236,195
1565,149,133,134
1566,119,119,96
1567,706,779,770
1568,407,396,396
1569,860,796,747
1570,382,358,344
1571,500,488,487
1572,352,341,306
1573,690,600,589
1574,334,329,296
1575,736,713,677
1576,933,954,850
1577,911,769,786
1578,331,338,352
1579,375,412,396
1580,375,423,397
1581,130,124,129
1582,237,249,218
1583,437,458,439
1584,76,72,66
1585,42,40,41
1586,280,318,301
1587,191,206,196
1588,60,58,62
1589,543,549,546
1590,337,378,340
1591,817,799,783
1592,445,431,420
1593,442,450,463
1594,278,304,307
1595,475,484,495
1596,252,267,273
1597,986,968,929
1598,819,839,793
1599,374,363,405
1600,272,290,297
1601,362,385,367
1602,161,165,181
1603,230,241,244
1604,234,246,224
1605,404,423,411
1606,195,177,190
1607,50,51,46
1608,446,528,445
1609,296,352,281
1610,61,51,57
1611,802,889,933
1612,512,584,490
1613,923,947,938
1614,417,463,437
1615,498,508,515
1616,225,274,236
1617,780,823,784
1618,316,380,304
