id,ad_ry_mean,md_ry_mean,bt_ry_mean
187,27,28,30
188,38,37,40
189,28,28,30
190,23,22,24
191,40,37,42
192,44,46,46
193,42,43,48
194,19,19,20
195,15,13,15
196,15,15,16
197,17,17,17
198,9,8,8
199,28,29,28
200,14,16,15
201,17,16,18
202,5,5,5
203,31,33,34
204,65,63,63
205,64,74,68
206,23,23,22
207,31,32,25
208,29,28,28
209,87,93,85
210,49,55,52
211,51,52,49
212,38,43,39
213,64,65,61
214,43,46,47
215,51,53,53
216,33,33,34
217,15,14,15
218,19,19,20
219,28,27,26
220,9,8,8
221,3,3,3
222,10,10,10
223,8,7,7
224,9,11,10
225,47,52,52
226,26,27,30
227,61,66,67
228,15,16,15
229,45,42,44
230,16,14,16
231,37,39,36
232,18,21,21
233,43,43,44
234,72,76,75
235,51,55,53
236,27,27,26
237,25,25,26
238,20,20,21
239,5,5,5
240,12,11,12
241,25,26,29
242,4,3,4
243,3,3,3
244,17,19,19
245,15,15,15
246,3,3,3
247,34,35,36
248,22,23,22
249,51,47,50
250,30,30,32
251,35,34,33
252,20,21,21
253,24,23,22
254,19,21,21
255,55,55,56
256,52,53,54
257,24,26,25
258,22,23,24
259,28,29,32
260,11,15,13
261,12,14,15
262,15,17,16
263,32,35,37
264,9,9,9
265,4,4,4
266,29,31,31
267,23,19,21
268,4,4,4
269,58,59,57
270,40,44,43
271,73,68,62
272,27,28,28
273,37,32,33
274,24,26,25
275,47,47,42
276,28,29,29
277,72,72,66
278,70,67,62
279,32,32,34
280,35,36,35
281,32,35,34
282,16,16,16
283,12,13,13
284,18,16,18
285,27,32,30
286,23,22,22
287,10,10,11
288,37,40,40
289,35,32,33
290,9,8,9
291,69,68,66
292,65,71,69
293,89,104,97
294,30,30,32
295,53,50,53
296,28,28,28
297,80,80,78
298,43,46,44
299,71,70,68
300,100,117,110
301,54,54,55
302,36,37,39
303,66,77,74
304,23,26,25
305,32,31,33
306,30,29,30
307,33,34,37
308,26,25,25
309,26,27,31
310,17,16,19
311,17,17,18
312,33,31,37
313,32,34,35
314,35,35,37
315,54,52,53
316,29,28,31
317,18,18,19
318,9,8,9
319,62,65,67
320,16,15,18
321,61,61,61
322,35,38,37
323,29,29,32
324,17,16,18
325,20,21,24
326,11,11,12
327,8,9,9
328,20,18,20
329,20,21,25
330,5,4,5
331,1,2,2
332,25,25,28
333,20,21,21
334,6,7,6
335,69,68,71
336,8,9,9
337,67,78,83
338,23,23,23
339,42,42,45
340,11,11,12
341,17,18,18
342,9,9,10
343,77,80,84
344,49,51,53
345,14,15,14
346,12,12,13
347,34,36,40
348,12,12,12
349,21,20,23
350,5,6,6
351,16,16,16
352,33,28,34
353,42,40,46
354,28,30,30
355,16,16,17
356,10,10,12
357,36,38,39
358,64,60,67
359,74,95,94
360,35,35,35
361,19,20,18
362,15,16,19
363,93,97,99
364,35,38,41
365,88,94,89
366,49,58,57
367,45,43,49
368,36,35,39
369,48,48,51
370,25,25,28
371,12,12,13
372,30,28,29
373,32,33,35
374,10,9,10
375,7,8,8
376,14,14,15
377,18,15,16
378,3,3,3
379,40,39,43
380,22,20,22
381,70,65,76
382,33,32,33
383,16,14,15
384,7,6,7
385,32,29,33
386,12,12,13
387,70,60,72
388,45,45,47
389,16,15,17
390,7,7,8
391,14,15,15
392,8,9,9
393,14,12,13
394,8,8,9
395,20,20,22
396,17,14,14
397,9,7,9
398,14,13,13
399,17,15,16
400,30,26,29
401,38,37,38
402,23,23,23
403,55,56,60
404,14,13,14
405,30,29,29
406,9,8,8
407,36,37,40
408,12,11,12
409,49,51,50
410,51,55,52
411,27,26,27
412,20,21,21
413,18,17,18
414,18,17,17
415,21,19,19
416,14,12,13
417,16,16,17
418,26,22,23
419,15,15,15
420,9,9,9
421,4,3,4
422,7,7,6
423,17,15,17
424,16,16,16
425,19,16,18
426,3,3,3
427,16,13,16
428,5,5,5
429,24,19,24
430,11,10,11
431,16,13,15
432,16,12,15
433,34,25,32
434,15,14,15
435,17,16,18
436,9,10,10
437,5,5,5
438,7,7,6
439,7,7,6
440,5,4,4
441,12,12,12
442,14,14,16
443,15,14,15
444,13,12,14
445,51,47,56
446,34,33,38
447,44,46,52
448,15,16,15
449,23,21,21
450,11,10,11
451,59,56,61
452,16,17,17
453,65,68,71
454,54,60,64
455,56,54,57
456,27,28,30
457,22,22,24
458,15,15,16
459,18,17,19
460,13,12,13
461,19,19,20
462,18,16,18
463,12,12,13
464,6,5,6
465,6,6,6
466,13,12,12
467,19,20,20
468,13,13,13
469,34,33,36
470,5,5,5
471,17,15,15
472,4,4,4
473,45,44,46
474,6,8,7
475,29,29,30
476,24,26,25
477,32,34,38
478,10,11,10
479,8,9,9
480,7,7,7
481,5,5,5
482,4,4,3
483,8,8,8
484,5,5,5
485,1,1,1
486,1,1,1
487,2,1,2
488,1,1,1
489,6,4,5
490,7,6,8
491,15,13,14
492,6,4,6
493,4,3,3
494,2,1,2
495,6,4,5
496,2,1,2
497,11,9,11
498,8,6,8
499,2,1,2
500,5,4,5
501,4,4,5
502,1,1,1
503,3,3,3
504,2,2,3
505,3,3,3
506,3,2,3
507,22,23,22
508,6,7,7
509,5,4,4
510,24,23,25
511,18,18,18
512,12,12,12
513,17,16,16
514,5,5,5
515,34,36,36
516,5,6,5
517,43,47,50
518,9,8,9
519,13,12,13
520,12,11,11
521,40,43,45
522,14,13,13
523,11,12,12
524,15,15,15
525,9,8,9
526,8,8,8
527,9,9,9
528,4,3,4
529,7,7,8
530,5,5,5
531,3,3,3
532,8,7,8
533,13,14,13
534,7,6,6
535,10,10,10
536,3,3,3
537,16,16,16
538,4,4,3
539,21,22,21
540,5,4,4
541,7,7,7
542,6,6,6
543,19,18,18
544,9,8,9
545,7,7,7
546,7,6,7
547,3,3,3
548,4,4,4
549,4,4,4
550,2,2,2
551,19,19,19
552,8,9,9
553,4,4,4
554,25,25,28
555,24,24,24
556,9,9,9
557,18,18,17
558,5,5,4
559,34,39,33
560,5,6,5
561,36,38,33
562,7,8,7
563,10,10,10
564,11,12,11
565,33,34,33
566,15,15,16
567,9,10,10
568,12,13,13
569,7,7,7
570,7,8,8
571,8,9,9
572,3,3,3
573,5,5,5
574,2,2,2
575,1,1,1
576,4,4,4
577,4,4,5
578,2,2,3
579,5,6,5
580,1,1,1
581,4,5,5
582,1,1,1
583,8,10,10
584,1,1,1
585,4,4,4
586,2,3,3
587,9,10,10
588,3,3,3
589,2,2,2
590,2,1,2
591,1,1,1
592,1,1,1
593,2,2,2
594,1,1,1
595,24,23,23
596,9,10,9
597,6,7,6
598,18,18,17
599,25,25,25
600,18,20,19
601,24,22,22
602,6,6,5
603,29,26,25
604,5,6,5
605,45,44,44
606,12,12,12
607,18,19,18
608,18,17,16
609,50,52,51
610,17,17,17
611,16,16,17
612,13,13,13
613,17,19,16
614,8,8,8
615,14,15,15
616,6,6,6
617,11,10,12
618,5,4,5
619,4,4,4
620,8,8,9
621,11,10,11
622,8,8,8
623,14,13,14
624,4,3,3
625,14,13,13
626,4,3,4
627,19,19,20
628,6,6,6
629,9,8,9
630,9,8,8
631,19,20,22
632,12,10,11
633,8,8,8
634,7,7,8
635,5,4,5
636,4,3,4
637,5,5,5
638,3,2,3
639,20,18,19
640,9,9,8
641,7,6,6
642,19,18,17
643,19,19,18
644,12,12,11
645,17,15,15
646,5,4,4
647,30,27,28
648,7,5,6
649,29,29,31
650,9,9,9
651,14,12,12
652,12,10,11
653,29,28,30
654,11,10,11
655,14,13,14
656,10,10,11
657,11,10,11
658,8,7,7
659,10,9,10
660,5,4,4
661,18,18,19
662,9,9,9
663,2,2,3
664,21,19,20
665,12,11,12
666,13,14,14
667,19,19,18
668,3,3,3
669,31,32,31
670,6,6,6
671,31,31,32
672,8,8,8
673,15,14,15
674,14,14,14
675,39,37,40
676,13,13,13
677,13,15,15
678,13,13,13
679,7,7,7
680,9,9,9
681,8,9,8
682,2,2,3
683,8,8,8
684,21,22,23
685,7,7,7
686,3,3,3
687,12,13,14
688,40,40,42
689,39,46,49
690,18,17,18
691,59,58,59
692,24,26,27
693,31,33,35
694,17,16,17
695,28,30,31
696,66,70,75
697,17,19,20
698,21,22,23
699,29,32,34
700,11,12,12
701,13,13,14
702,6,6,7
703,23,23,23
704,14,14,14
705,10,11,10
706,5,5,6
707,7,6,7
708,2,2,2
709,17,19,19
710,8,9,9
711,19,21,22
712,5,4,4
713,6,6,6
714,3,3,3
715,23,24,24
716,6,6,7
717,14,16,16
718,11,12,13
719,10,11,11
720,5,5,6
721,8,9,9
722,4,4,5
723,2,2,2
724,3,3,3
725,11,12,13
726,2,2,2
727,14,14,15
728,5,5,5
729,2,2,2
730,5,4,5
731,10,10,9
732,6,6,6
733,9,10,10
734,2,2,2
735,5,5,5
736,2,1,1
737,13,13,12
738,3,3,3
739,7,7,7
740,8,9,9
741,11,10,10
742,4,4,4
743,5,5,5
744,3,3,4
745,2,2,2
746,2,2,2
747,6,6,6
748,1,1,1
749,8,7,8
750,2,3,3
751,5,4,4
752,20,19,19
753,21,20,22
754,8,8,9
755,23,21,21
756,6,5,5
757,55,58,56
758,11,11,11
759,26,25,27
760,10,11,11
761,14,14,15
762,13,13,13
763,23,21,22
764,22,21,21
765,17,17,17
766,20,20,21
767,8,9,8
768,13,12,13
769,7,6,7
770,10,9,11
771,6,5,7
772,11,10,11
773,17,15,17
774,26,24,26
775,36,31,31
776,8,8,8
777,27,24,25
778,10,9,10
779,55,54,58
780,12,10,13
781,23,21,24
782,11,11,12
783,31,26,30
784,24,22,24
785,19,19,22
786,43,40,44
787,21,20,22
788,12,12,14
789,19,19,22
790,17,15,17
791,19,19,20
792,11,8,11
793,2,2,3
794,4,3,4
795,3,3,3
796,1,1,1
797,9,9,10
798,4,4,4
799,7,6,7
800,3,2,3
801,15,14,15
802,5,4,5
803,10,9,10
804,7,6,7
805,7,6,7
806,8,8,9
807,9,8,9
808,5,5,7
809,7,8,9
810,5,4,5
811,3,3,3
812,4,4,5
813,3,3,4
814,2,2,2
815,9,9,9
816,9,9,10
817,12,11,13
818,9,9,9
819,35,35,34
820,19,20,22
821,63,75,76
822,29,29,31
823,166,175,168
824,57,58,61
825,67,68,70
826,40,39,42
827,55,54,54
828,52,57,58
829,40,41,41
830,33,34,36
831,53,53,55
832,35,36,39
833,41,42,45
834,15,13,14
835,13,13,15
836,24,21,23
837,5,5,6
838,7,7,9
839,8,7,8
840,7,6,7
841,11,10,12
842,8,8,9
843,18,18,20
844,9,9,10
845,51,48,49
846,8,7,7
847,16,15,16
848,7,7,8
849,17,14,17
850,21,20,23
851,15,13,15
852,24,23,24
853,13,12,14
854,9,10,11
855,13,12,14
856,5,5,5
857,8,7,8
858,10,10,11
859,6,7,7
860,12,14,14
861,10,9,9
862,5,5,5
863,17,17,17
864,17,17,17
865,25,24,25
866,10,9,10
867,64,68,67
868,12,12,13
869,35,36,37
870,11,13,12
871,23,22,23
872,28,25,28
873,31,30,32
874,27,29,29
875,15,15,15
876,16,19,18
877,13,14,14
878,6,6,6
879,9,10,11
880,10,9,9
881,5,4,5
882,1,0,1
883,1,1,1
884,9,8,10
885,2,2,2
886,2,1,2
887,10,9,10
888,2,2,3
889,28,27,28
890,1,1,1
891,12,11,11
892,1,1,1
893,9,8,9
894,6,5,6
895,11,10,12
896,2,2,2
897,1,1,2
898,2,2,2
899,3,2,4
900,1,1,1
901,1,1,1
902,2,1,2
903,6,6,6
904,10,11,11
905,5,5,5
906,6,5,6
907,20,19,19
908,10,11,10
909,20,18,18
910,10,8,8
911,78,68,70
912,12,10,12
913,21,22,23
914,11,12,12
915,18,15,16
916,17,15,16
917,25,26,26
918,22,21,21
919,17,16,16
920,19,21,20
921,12,10,10
922,6,7,6
923,8,8,7
924,7,5,6
925,7,7,7
926,4,4,4
927,6,5,6
928,13,11,13
929,15,13,15
930,10,10,11
931,24,24,25
932,10,9,11
933,73,70,74
934,6,5,6
935,28,30,28
936,7,7,8
937,26,23,25
938,18,14,17
939,31,32,33
940,16,15,18
941,13,13,15
942,11,12,13
943,20,23,22
944,5,5,5
945,7,6,7
946,11,9,11
947,9,10,9
948,2,2,2
949,2,2,2
950,14,14,14
951,12,11,11
952,4,5,4
953,10,9,9
954,2,2,2
955,14,13,13
956,2,2,2
957,9,10,10
958,3,3,3
959,6,7,7
960,5,5,5
961,5,5,5
962,5,5,5
963,6,6,6
964,3,4,4
965,3,3,3
966,5,5,4
967,6,6,6
968,2,2,2
969,3,2,3
970,2,2,2
971,2,1,2
972,1,0,1
973,6,5,6
974,9,9,11
975,10,9,11
976,3,2,3
977,11,10,11
978,2,1,2
979,13,11,13
980,8,7,9
981,8,7,8
982,13,12,13
983,13,10,13
984,6,5,7
985,5,6,7
986,4,3,4
987,1,1,1
988,1,1,1
989,3,2,3
990,1,1,1
991,2,2,2
992,2,2,2
993,1,1,1
994,1,2,2
995,1,1,1
996,3,4,4
997,13,13,14
998,0,0,0
999,1,1,1
1000,1,1,1
1001,7,7,7
1002,3,2,3
1003,7,7,7
1004,5,5,5
1005,7,7,7
1006,4,4,5
1007,6,7,8
1008,1,1,1
1009,1,1,2
1010,1,1,1
1011,2,2,3
1012,1,1,1
1013,8,9,9
1014,4,4,4
1015,3,2,3
1016,5,4,5
1017,24,24,25
1018,22,21,23
1019,22,21,24
1020,5,4,4
1021,29,27,28
1022,6,5,6
1023,47,47,53
1024,15,15,18
1025,13,13,13
1026,44,39,43
1027,27,27,33
1028,15,15,16
1029,14,14,16
1030,11,11,13
1031,5,4,4
1032,11,11,12
1033,8,8,9
1034,3,2,3
1035,1,1,1
1036,3,4,4
1037,5,4,5
1038,1,1,1
1039,9,7,9
1040,4,4,5
1041,17,15,19
1042,8,7,8
1043,6,4,5
1044,5,4,5
1045,5,5,6
1046,3,3,4
1047,24,19,24
1048,12,10,15
1049,9,7,9
1050,3,3,3
1051,3,3,4
1052,2,3,3
1053,6,6,7
1054,1,1,1
1055,4,4,4
1056,5,3,5
1057,6,7,7
1058,7,7,8
1059,5,5,5
1060,6,6,7
1061,19,20,21
1062,20,21,21
1063,18,18,18
1064,5,5,6
1065,16,16,17
1066,4,4,5
1067,24,24,25
1068,12,13,14
1069,18,18,18
1070,31,29,31
1071,21,21,24
1072,13,13,14
1073,12,12,13
1074,7,7,8
1075,4,4,4
1076,5,5,6
1077,8,8,9
1078,2,2,3
1079,4,4,5
1080,5,5,6
1081,1,1,1
1082,2,1,2
1083,10,9,11
1084,8,7,8
1085,12,10,13
1086,2,2,2
1087,12,10,12
1088,4,4,4
1089,19,17,21
1090,7,6,7
1091,10,9,10
1092,12,10,12
1093,11,9,10
1094,6,5,6
1095,7,7,7
1096,7,6,8
1097,2,1,2
1098,5,4,5
1099,6,5,5
1100,1,1,1
1123,10,11,10
1124,8,9,8
1125,1,1,1
1126,3,3,3
1127,19,19,19
1128,18,19,18
1129,15,14,14
1130,2,2,2
1131,28,28,28
1132,7,7,7
1133,30,31,31
1134,10,10,10
1135,13,13,12
1136,17,18,17
1137,31,28,29
1138,14,14,14
1139,13,13,13
1140,14,15,15
1141,3,3,3
1142,11,11,11
1143,7,7,7
1144,2,2,2
1145,11,10,10
1146,13,11,12
1147,7,6,6
1148,15,14,15
1149,10,11,12
1150,9,8,8
1151,21,20,20
1152,5,4,5
1153,28,27,29
1154,7,6,7
1155,20,20,20
1156,8,6,6
1157,20,18,18
1158,18,17,17
1159,13,12,12
1160,12,12,11
1161,13,14,13
1162,7,6,7
1163,8,7,8
1164,14,13,13
1165,9,8,8
1166,9,8,8
1167,6,8,7
1168,8,9,9
1169,6,5,6
1170,3,4,4
1171,9,9,11
1172,32,30,32
1173,33,30,34
1174,9,8,9
1175,11,10,10
1176,13,13,14
1177,33,35,36
1178,12,13,15
1179,18,18,20
1180,49,44,51
1181,14,15,15
1182,15,15,17
1183,19,19,23
1184,11,12,13
1185,3,4,4
1186,13,13,14
1187,16,15,18
1188,3,2,3
1189,1,0,1
1190,2,2,3
1191,5,5,5
1192,1,1,1
1193,5,4,5
1194,5,5,5
1195,11,11,12
1196,3,2,3
1197,2,1,2
1198,1,0,1
1199,3,3,3
1200,3,3,4
1201,6,6,6
1202,11,11,11
1203,2,1,2
1204,6,6,6
1205,13,14,14
1206,1,0,1
1207,2,1,2
1208,3,3,4
1209,9,9,9
1210,2,2,2
1211,3,2,3
1212,10,10,10
1213,8,8,9
1214,4,3,4
1215,27,24,26
1216,10,10,11
1217,21,18,20
1218,15,13,15
1219,16,14,15
1220,6,6,6
1221,18,15,18
1222,9,9,10
1223,34,29,35
1224,27,22,26
1225,9,7,8
1226,9,9,9
1227,13,13,14
1228,4,4,5
1229,4,3,4
1230,16,14,16
1231,16,14,16
1232,3,3,3
1233,11,10,12
1234,23,23,24
1235,23,22,22
1236,8,7,7
1237,37,36,38
1238,26,25,27
1239,24,22,24
1240,16,15,16
1241,26,23,26
1242,13,13,13
1243,34,31,34
1244,13,13,13
1245,29,28,29
1246,35,32,34
1247,24,23,25
1248,21,20,21
1249,38,40,41
1250,13,12,14
1251,8,8,8
1252,49,48,50
1253,20,20,21
1254,9,8,8
1255,1,1,1
1256,25,21,25
1257,2,2,2
1258,2,2,2
1259,15,15,16
1260,7,6,7
1261,11,9,11
1262,3,3,3
1263,12,10,11
1264,1,1,1
1265,18,15,17
1266,3,3,3
1267,16,14,16
1268,26,21,25
1269,7,7,8
1270,11,11,13
1271,7,8,8
1272,3,2,3
1273,5,4,4
1274,15,13,15
1275,5,4,5
1276,1,1,1
1277,1,1,2
1278,3,3,4
1279,2,1,2
1280,2,1,2
1281,14,12,16
1282,3,2,3
1283,7,7,9
1284,4,2,3
1285,8,7,8
1286,3,2,3
1287,7,6,7
1288,2,2,3
1289,12,11,13
1290,14,12,14
1291,4,3,4
1292,1,1,2
1293,6,5,7
1294,2,1,2
1295,0,0,1
1296,13,10,14
1297,9,8,10
1298,0,0,0
1299,5,6,6
1300,2,1,2
1301,3,2,3
1302,1,1,1
1303,9,8,10
1304,9,10,10
1305,10,9,10
1306,4,3,4
1307,9,8,8
1308,4,4,5
1309,18,16,17
1310,6,6,7
1311,6,5,6
1312,21,17,22
1313,7,5,6
1314,7,7,8
1315,8,7,8
1316,3,3,4
1317,2,1,2
1318,2,1,2
1319,6,5,6
1320,1,0,1
1321,3,3,3
1322,4,3,3
1323,3,2,2
1324,2,2,2
1325,10,10,10
1326,5,6,5
1327,5,5,4
1328,1,1,1
1329,16,16,15
1330,6,5,5
1331,13,12,12
1332,3,3,3
1333,4,4,4
1334,4,4,4
1335,12,10,11
1336,6,6,6
1337,10,11,11
1338,4,3,3
1339,3,3,3
1340,4,4,4
1341,7,7,7
1342,2,2,2
1343,8,7,8
1344,9,9,10
1345,5,4,4
1346,11,10,10
1347,10,11,12
1348,4,4,4
1349,12,12,12
1350,6,5,5
1351,58,53,56
1352,11,10,11
1353,22,25,23
1354,5,4,4
1355,10,10,10
1356,9,9,9
1357,20,21,21
1358,8,8,8
1359,7,7,7
1360,9,9,9
1361,20,21,20
1362,3,3,3
1363,9,9,9
1364,8,8,8
1365,11,11,11
1366,15,15,15
1367,10,10,10
1368,12,10,10
1369,13,14,15
1370,14,14,15
1371,32,38,37
1372,13,13,14
1373,124,125,119
1374,34,34,35
1375,62,65,67
1376,15,14,15
1377,30,33,32
1378,28,30,31
1379,48,48,50
1380,23,25,24
1381,21,22,24
1382,39,42,39
1383,50,47,52
1384,9,8,10
1385,16,15,15
1386,25,25,26
1387,5,4,4
1388,12,10,11
1389,8,7,8
1390,17,17,17
1391,10,10,11
1392,4,3,4
1393,11,11,11
1394,5,5,5
1395,48,47,51
1396,7,6,7
1397,14,15,15
1398,4,4,4
1399,12,12,13
1400,10,10,11
1401,13,14,15
1402,8,7,7
1403,7,7,7
1404,5,4,4
1405,16,16,16
1406,5,5,5
1407,9,8,8
1408,8,7,7
1409,3,3,3
1410,6,7,7
1411,3,4,4
1412,3,3,3
1413,8,9,9
1414,5,5,5
1415,8,10,9
1416,3,3,3
1417,73,71,77
1418,10,10,10
1419,25,28,27
1420,6,6,6
1421,11,12,11
1422,12,13,13
1423,25,28,28
1424,13,14,14
1425,10,12,11
1426,14,16,16
1427,9,11,10
1428,3,4,4
1429,5,5,5
1430,4,5,5
1431,7,7,7
1432,60,65,60
1433,26,27,25
1434,3,3,3
1435,50,52,48
1436,69,69,63
1437,86,98,85
1438,66,64,57
1439,59,52,44
1440,35,35,35
1441,81,75,71
1442,36,36,34
1443,107,112,93
1444,95,111,93
1445,31,30,26
1446,27,27,26
1447,53,59,52
1448,23,23,23
1449,39,42,40
1450,12,12,12
1451,32,31,28
1452,24,26,25
1453,7,7,7
1454,16,17,16
1455,17,16,17
1456,3,3,3
1457,20,22,22
1458,23,26,29
1459,33,37,40
1460,16,17,17
1461,114,120,118
1462,19,20,19
1463,42,39,45
1464,21,21,20
1465,48,53,52
1466,43,54,56
1467,24,25,23
1468,22,26,26
1469,25,30,33
1470,10,10,11
1471,12,12,13
1472,14,14,14
1473,15,16,16
1474,14,14,14
1475,41,45,37
1476,8,8,8
1477,5,6,5
1478,44,42,42
1479,10,13,11
1480,11,12,10
1481,36,43,37
1482,10,11,9
1483,36,39,36
1484,4,4,4
1485,42,50,45
1486,6,7,6
1487,28,31,28
1488,27,32,27
1489,30,35,32
1490,9,9,8
1491,7,8,7
1492,9,9,8
1493,12,13,11
1494,4,4,4
1495,13,14,11
1496,8,8,7
1497,6,6,6
1498,2,2,2
1499,1,1,1
1500,2,2,2
1501,6,6,6
1502,6,7,7
1503,4,4,5
1504,1,1,1
1505,7,6,7
1506,2,2,2
1507,18,18,18
1508,3,3,3
1509,4,4,4
1510,5,5,5
1511,10,9,11
1512,4,4,5
1513,3,3,4
1514,3,3,3
1515,1,1,1
1516,2,2,2
1517,3,2,3
1518,1,0,1
1519,23,22,23
1520,11,11,12
1521,9,9,10
1522,12,11,12
1523,12,15,14
1524,22,22,22
1525,13,14,13
1526,12,11,12
1527,13,13,12
1528,9,9,10
1529,21,22,20
1530,21,21,21
1531,18,19,18
1532,25,27,26
1533,23,24,24
1534,22,24,24
1535,21,23,22
1536,13,12,13
1537,7,7,8
1538,9,9,10
1539,9,9,9
1540,4,5,5
1541,12,14,13
1542,7,8,8
1543,8,8,8
1544,2,2,2
1545,18,20,21
1546,33,35,36
1547,35,40,40
1548,13,14,13
1549,21,18,17
1550,13,15,15
1551,65,66,64
1552,23,24,25
1553,33,33,34
1554,39,44,46
1555,39,40,42
1556,20,22,22
1557,21,24,24
1558,20,22,23
1559,7,7,8
1560,9,9,9
1561,12,12,12
1562,5,5,5
1563,2,2,2
1564,9,9,10
1565,6,6,6
1566,5,5,5
1567,25,33,30
1568,19,18,19
1569,34,35,36
1570,16,16,16
1571,24,22,23
1572,15,16,16
1573,27,28,26
1574,15,16,15
1575,30,31,30
1576,35,39,40
1577,33,32,33
1578,15,16,16
1579,17,19,18
1580,18,19,18
1581,5,5,5
1582,11,11,10
1583,18,20,19
1584,3,3,3
1585,2,2,2
1586,13,13,13
1587,10,9,10
1588,3,2,3
1589,21,25,24
1590,15,16,16
1591,31,34,35
1592,19,19,20
1593,22,21,21
1594,13,13,12
1595,21,22,21
1596,12,12,12
1597,37,42,41
1598,33,37,38
1599,17,17,17
1600,14,14,15
1601,17,18,19
1602,7,8,8
1603,11,11,11
1604,11,11,11
1605,19,20,20
1606,8,8,8
1607,3,2,2
1608,24,26,26
1609,16,16,15
1610,2,2,2
1611,36,44,41
1612,23,27,27
1613,43,49,47
1614,18,19,19
1615,24,24,22
1616,14,14,13
1617,36,39,36
1618,17,19,18
1619,47,56,51
1620,43,49,47
1621,23,25,24
1622,19,22,22
1623,16,19,20
1624,12,12,13
1625,9,9,9
1626,10,10,10
1627,17,19,19
1628,16,18,16
1629,7,7,7
1630,32,34,36
1631,22,22,21
1632,6,5,5
1633,38,41,44
1634,40,41,43
1635,48,56,56
1636,19,19,20
1637,33,28,31
1638,16,16,16
1639,64,63,65
1640,23,21,24
1641,45,45,45
1642,51,62,64
1643,35,32,34
1644,28,30,33
1645,30,35,36
1646,17,17,18
1647,20,21,22
1648,20,19,19
1649,19,20,20
1650,20,18,18
1651,16,15,15
1652,11,12,11
1653,13,14,12
1654,23,22,21
1655,16,20,17
1656,17,19,17
1657,26,31,29
1658,18,18,18
1659,9,10,10
1660,4,3,4
1661,38,43,41
1662,7,7,7
1663,34,38,35
1664,25,27,26
1665,16,17,16
1666,7,8,8
1667,9,10,10
1668,6,6,6
1669,5,5,5
1670,10,10,10
1671,13,14,14
1672,3,3,3
1673,1,1,1
1674,29,28,27
1675,18,18,18
1676,6,5,6
1677,34,33,38
1678,7,7,8
1679,50,54,60
1680,22,22,21
1681,29,21,25
1682,11,9,11
